,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
274,Administrative Associate,BURGEON INTERNATIONAL FZE,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Administration, Maintenance, Cisco, Computer Science, System Administration, Admin",9 days ago
275,Growth Hacker/CRM,Jumia Group,Cairo,Egypt,Full Time,Entry Level,Marketing/PR/Advertising,"Analyst/Research, Media/Journalism/Publishing, Marketing, Social Media, E-marketing, Digital Marketing, SEO, Growth Hacking, SEM",10 days ago
276,Analyst,Abu Dhabi Accountability Authority,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Analysis, Information Technology (IT), Computer Science, Business Analysis, Finance, Accounting, Microsoft Office",10 days ago
277,Shopify Developer,Bevatel,Dokki,Egypt,Full Time,Experienced,2 - 5 Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, AJAX, APIs, Computer Science, CSS, Development, HTML, Information Technology (IT)",24 days ago
278,Entry-Level Remote Administrative Clerk,Code Cooking,Riyadh,Saudi Arabia,Full Time,Not specified,Administration,"IT/Software Development, Engineering - Telecom/Technology, administration, information technology (it), microsoft office, computer science, data entry, communication skills, maintenance",11 days ago
279,"Senior Analyst, SAP Development - ABAP",Olayan Saudi Holding Company,Riyadh,Saudi Arabia,Full Time,Experienced,Business Development,"Analyst/Research, Engineering - Telecom/Technology, Business Development, Analysis, Sales, Business Analysis, Computer Engineering, Computer Science, Information Technology (IT)",11 days ago
280,Food Safety Officer,Kode Clubs,New Cairo,Egypt,Full Time,Entry Level,1 - 3 Yrs of Exp,"Operations/Management, Quality, Agriculture, food safety, Food, Food Science, HACCP, Quality Control, Safety",25 days ago
281,ERP Consultant,Noases,Nasr City,Egypt,Full Time,Experienced,4+ Yrs of Exp,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, Accounting, Information Technology (IT), Project Management, SAP ERP, Business Administration, Business Processes, computer",24 days ago
282,Senior PHP Developer,Confidential,Munich,Germany,Full Time,Experienced,5 - 15 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, PHP, Software Development, Symfony, developer, Information Technology (IT), Computer Science, Software Engineering, PHP developer",24 days ago
283,Devops Engineer,waffarha.com,Downtown,Egypt,Full Time,Experienced,3 - 6 Yrs of Exp,"males_only, IT/Software Development, Engineering - Telecom/Technology, Engineering, DevOps, AWS, Software Development, Linux, Information Technology (IT), Python, MySQL",24 days ago
284,IT Help Desk,Delta Egypt For Lighting,Obour City,Egypt,Full Time,Entry Level,0 - 3 Yrs of Exp,"IT/Software Development, Information Technology (IT), Help desk, ERP, SAP, English, computer, IT, Computer Science",25 days ago
285,Senior Backend Laravel Developer (Experienced),Road9 Media,Maadi,Egypt,Full Time,Experienced,5 - 7 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, Development, Laravel, Information Technology (IT), RESTful, PHP, Computer Science, Database, MySQL",25 days ago
286,"Manager, Visualizer",ROSHN l روشن,Riyadh,Saudi Arabia,Full Time,Experienced,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Marketing, Visual Merchandising, Information Technology (IT), Design, Graphic Design, Management",15 days ago
287,Senior Testing/Quality Assurance,Sulfah,Maadi,Egypt,Full Time,Experienced,4 - 8 Yrs of Exp,"IT/Software Development, Quality, Automation Testing, Computer Science, Information Technology (IT), ISTQB, quality, Quality Assurance, Software, Testing",28 days ago
288,Oracle Fusion SCM Support Specialist,Confidential,10th of Ramadan City,Egypt,Full Time,Experienced,1 - 3 Yrs of Exp,"IT/Software Development, Logistics/Supply Chain, Cloud, Computer Science, Customer Support, Fusion, Information Technology (IT), Oracle, Oracle Fusion, SCM",26 days ago
289,Sales Reporting Analyst (MIS),ECCO Gulf WLL,Doha,Qatar,Full Time,Experienced,Accounting/Finance,"Analyst/Research, Sales/Retail, Sales, Analysis, Sales Skills, Sales Analysis, Finance, Microsoft Office, Accounting",17 days ago
290,Administrative Associate - Direct Investments - CFO Office - 2023,Mubadala,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Administration, Maintenance, Cisco, Computer Science, System Administration, Admin",17 days ago
291,iOS Developer,The Employer,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, iOS, Software Development, Software Engineering, Android, Swift",17 days ago
292,Marketing Sr Analyst - Customer Lifecycle Management,Kavak.com,Dubai,United Arab Emirates,Full Time,Experienced,Marketing/PR/Advertising,"Analyst/Research, Media/Journalism/Publishing, Marketing, Market Research, Analysis, Research, Digital Marketing, Business Analysis, Economics",17 days ago
293,Presales Manager,SPECTRO SYSTEMS,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Sales, Information Technology (IT), Presales, Sales Skills, Engineering, Computer Science, Customer Service",17 days ago
294,Artificial Intelligence and Robotic,Astute Human Capital Consultancy LLC,Dubai,United Arab Emirates,Full Time,Experienced,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Accounting, Artificial Intelligence, FInance, Computer Engineering, Engineering",19 days ago
295,IT Specialist,Samir and Aly Stationery Houses and Co.,Nasr City,Egypt,Full Time,Experienced,0 - 1 Yrs of Exp,"IT/Software Development, Communication, Communication skills, IT, Installation, Networks, Technical Support, Computer Science",29 days ago
296,Senior Full stack developer .Net/Angular,GAMP LTD,Smouha,Egypt,Full Time,Experienced,5 - 10 Yrs of Exp,"IT/Software Development, Angular, Computer Science, Full Stack Developer, Full Stack, developer, Information Technology (IT), JavaScript, NET, Software Development",28 days ago
297,Senior Full Stack developer (.Net & Angular),GS,New Cairo,Egypt,Full Time,Experienced,5 - 7 Yrs of Exp,"IT/Software Development, .Net, CSS, HTML5, Information Technology (IT), Software, Software Development, jQuery, JavaScript, ASP.Net",28 days ago
298,Senior IOS Developer,NEXT,Downtown,Egypt,Full Time,Experienced,3 - 5 Yrs of Exp,"Business Development, IT/Software Development, Engineering - Telecom/Technology, Computer Science, Engineering, Information Technology (IT), iOS, Mobile Development, Software, Software Development",1 month ago
299,IT Operations Specialist,Döhler Group,6th of October,Egypt,Full Time,Entry Level,1 - 3 Yrs of Exp,"IT/Software Development, CCNA, IT, Network, Information Technology (IT), Computer Science, computer, Science",1 month ago
300,Senior Information Security specialist,Allianz,New Cairo,Egypt,Full Time,Experienced,3 - 5 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Engineering, Information Technology (IT), Information Security, Computer Engineering",28 days ago
301,Laravel Developer,Marketopia Programming and Marketing,Alexandria,Egypt,Full Time,Experienced,2 - 5 Yrs of Exp,"IT/Software Development, Project/Program Management, Engineering - Other, Laravel, APIs, PHP, Vue.js, flutter, Computer Science, Agile",29 days ago
302,IT Specialist - Hurghada,Ibn Sina Pharma,Hurghada,Egypt,Full Time,Entry Level,1 - 2 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, CCNA, computer, Computer Science, Engineering, English, Information Technology (IT), Maintenance, MCSA",28 days ago
303,IT Service Desk Specialist (Delta Governorates),Erada,Tanta,Egypt,Full Time,Experienced,2 - 4 Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Customer Service, CCNA, Communication skills, Help desk, Information Technology (IT), IT, English",29 days ago
304,System Administrator,PICO,Zamalek,Egypt,Full Time,Experienced,2 - 3 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Engineering, Computer Science, Networks, System administrator, System Administration",1 month ago
305,Python Developer,Confidential,Cairo,Egypt,Full Time,Experienced,4 - 6 Yrs of Exp,"IT/Software Development, Information Technology (IT), Django, Computer Science, Software Development, Python, JavaScript, Engineering",1 month ago
306,Technical Support Engineer - Air Conditioning,LG Electronics,Katameya,Egypt,Full Time,Experienced,3 - 7 Yrs of Exp,"Installation/Maintenance/Repair, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Electronics, Technical Support, Computer Skills, Microsoft Office, English, Engineering, Communication",1 month ago
307,IT Infrastructure Engineer,Kellogg Tolaram Noodles Egypt LLC,6th of October,Egypt,Full Time,Manager,8 - 15 Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, CCNA, Cloud, Computer Science, Information Technology (IT), Infrastructure, IT, Software Development",1 month ago
308,Salesforce Analyst,Swisslog,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Sales/Retail, information technology (it), computer science, sales, sales skills, salesforce, agile, testing",22 days ago
309,IT System Engineer,Nahdet Misr Publishing Group,Mohandessin,Egypt,Full Time,Experienced,3 - 6 Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, computer, Information Technology (IT), Microsoft, Science, MCSE",1 month ago
310,Freelance QA Reviewer - Arabic (Gulf),TransPerfect,Dubai,United Arab Emirates,Freelance / Project,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, quality assurance, computer science, information technology (it), quality control, qa, quality, arabic",22 days ago
311,Tele sales Agent - (fresh grad),Confidential,Nasr City,Egypt,Full Time,Entry Level,Customer Service/Support,"Sales/Retail, Property, Sales, sales skills, Real Estate Sales, Science, Real Estate, Sales Target, Customer Service",1 month ago
312,Senior Network Engineer,RAMW,Nasr City,Egypt,Full Time,Experienced,5 - 10 Yrs of Exp,"IT/Software Development, CCNP, Computer Science, IT, Networking, Software Development",29 days ago
313,Senior Finance Analyst,Johnson & Johnson,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Business Analysis, Finance, Accounting, Financial Analysis",22 days ago
314,Database Administrator,Erada,Maadi,Egypt,Full Time,Experienced,4 - 4 Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Computer Science, Administration, Database, Database Administrator, Database Design, Information Technology (IT), Oracle",1 month ago
315,Senior Knowledge Analyst - Center for CFO Excellence,Boston Consulting Group (BCG),Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Business Analysis, Finance, Accounting, Financial Analysis",23 days ago
316,Processing Officer,Allianz Partners,Cairo,Egypt,Full Time,Entry Level,Administration,"R&D/Science, Logistics/Supply Chain, Data Entry, Microsoft Office, Administration, Data Processor, Health Care, Insurance, Logistics",23 days ago
317,Senior Analyst - Center for CFO Excellence (Corporate Finance),Boston Consulting Group (BCG),Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Business Analysis, Finance, Accounting, Financial Analysis",23 days ago
318,Finance Analyst,Skill Farm,Dubai,United Arab Emirates,Full Time,Entry Level,Accounting/Finance,"Banking, Analyst/Research, Finance, Accounting, Financial Analysis, Commerce, Microsoft Office, Analyst, Economics",23 days ago
319,Finance Graduate Analyst,Skill Farm,Doha,Qatar,Full Time,Entry Level,Accounting/Finance,"Administration, Analyst/Research, Accounting, Finance, Financial Analysis, Commerce, Microsoft Office, Information Technology (IT), MBA",23 days ago
320,IOS Developer,SIGMA EMEA,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, iOS, Software Development, Software Engineering, Android, Swift",23 days ago
321,Security Supervisor - Saudi National,The First Group,Makkah,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Legal, Engineering - Telecom/Technology, Security, Information Technology (IT), Computer Science, Engineering, CISSP, CISM, Computer Engineering",24 days ago
322,Senior Python Developer,Trufla,Cairo,Egypt,Full Time,Experienced,4+ Yrs of Exp,"IT/Software Development, APIs, Computer Science, Information Technology (IT), Engineering, Python, Software Development, Software Engineering, SQL, REST",1 month ago
323,IT Technical Support Specialist,Egyptian German Automotive,6th of October,Egypt,Full Time,Experienced,4+ Yrs of Exp,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Communication skills, Information Technology (IT), English, IT, Networks, Computer Science, Maintenance",1 month ago
324,HSE Manager,Confidential,10th of Ramadan City,Egypt,Full Time,Manager,10+ Yrs of Exp,"Operations/Management, Quality, Engineering - Other, HSE, Science, Engineering, Medicine, Veterinary, Quality, Safety",1 month ago
